Employee_ID,Age,Gender,Marital_Status,Education_Field,Department,Job_Role,Job_Level,Annual_Salary,Monthly_Income,Years_At_Company,Years_Since_Last_Promotion,Training_Hours_Last_Year,Overtime,Job_Satisfaction,Environment_Satisfaction,Work_Life_Balance,Performance_Rating,Percent_Salary_Hike,Attrition
EMP0648,23,Female,Divorced,Life Sciences,Human Resources,HR Manager,4,119827,9985.58,2,0,52,No,3,5,2,2,11,No
EMP0649,58,Non-binary,Divorced,Other,Finance,Financial Analyst,2,82293,6857.75,1,1,52,No,3,3,4,2,11,No
EMP0650,45,Female,Married,Marketing,Technology,Senior Engineer,3,141864,11822.0,11,1,32,No,1,3,3,2,13,Yes
EMP0651,30,Non-binary,Single,Finance,Marketing,Marketing Specialist,2,74400,6200.0,5,2,17,Yes,2,5,2,3,15,No
EMP0652,22,Female,Single,Finance,Human Resources,HR Director,5,198683,16556.92,0,0,18,No,4,1,2,2,14,No
EMP0653,46,Male,Married,Life Sciences,Finance,Senior Analyst,4,102800,8566.67,10,5,47,No,2,4,2,4,25,No
EMP0654,50,Non-binary,Married,Marketing,Finance,Senior Analyst,4,128382,10698.5,2,0,10,No,3,4,3,2,14,No
EMP0655,39,Female,Single,Marketing,Finance,Finance Manager,4,153926,12827.17,16,8,37,No,3,4,5,1,6,No
EMP0656,39,Non-binary,Divorced,Marketing,Technology,Tech Lead,4,157769,13147.42,9,4,41,No,4,3,5,4,19,No
EMP0657,39,Female,Single,Life Sciences,Marketing,Marketing Specialist,2,66302,5525.17,17,8,22,Yes,3,1,1,2,13,No
EMP0658,51,Male,Single,Other,Technology,Department Director,5,238253,19854.42,13,7,26,Yes,1,3,2,3,15,Yes
EMP0659,54,Male,Married,Finance,Marketing,Marketing Coordinator,2,55315,4609.58,1,1,16,No,4,3,4,3,14,No
EMP0660,22,Female,Single,Human Resources,Finance,Senior Analyst,3,112385,9365.42,1,0,41,No,4,3,2,3,18,No
EMP0661,35,Female,Married,Computer Science,Finance,Senior Analyst,4,97543,8128.58,6,5,26,No,4,3,3,2,11,No
EMP0662,36,Male,Divorced,Finance,Finance,Finance Director,5,214180,17848.33,11,8,40,No,2,5,4,3,17,No
EMP0663,42,Female,Divorced,Finance,Technology,Senior Engineer,3,135899,11324.92,3,2,54,Yes,1,4,2,3,15,Yes
EMP0664,35,Male,Single,Human Resources,Human Resources,HR Manager,3,121950,10162.5,6,6,38,No,3,1,3,2,10,No
EMP0665,48,Female,Divorced,Life Sciences,Marketing,Marketing Specialist,3,68614,5717.83,19,5,18,No,1,4,4,2,12,No
EMP0666,57,Female,Divorced,Computer Science,Marketing,Marketing Specialist,2,71502,5958.5,5,4,35,No,2,4,5,2,11,No
EMP0667,37,Female,Single,Computer Science,Marketing,Marketing Coordinator,1,60889,5074.08,1,0,28,Yes,2,4,3,2,13,No
EMP0668,30,Non-binary,Married,Computer Science,Technology,Software Engineer,1,97222,8101.83,0,0,10,No,2,5,2,2,13,Yes
EMP0669,41,Male,Married,Human Resources,Technology,Tech Lead,4,163281,13606.75,3,2,51,No,3,3,3,2,12,No
EMP0670,56,Non-binary,Single,Finance,Technology,Department Director,5,227681,18973.42,12,5,58,No,2,3,5,2,11,No
EMP0671,52,Non-binary,Single,Other,Human Resources,HR Manager,3,100481,8373.42,3,1,23,No,3,3,2,3,17,No
EMP0672,58,Female,Single,Finance,Human Resources,HR Director,5,170411,14200.92,10,2,12,No,3,3,1,3,18,No
EMP0673,56,Male,Married,Other,Sales,Account Manager,3,121653,10137.75,16,8,57,No,1,2,4,2,10,Yes
EMP0674,32,Female,Married,Computer Science,Technology,Department Director,5,212452,17704.33,2,2,43,No,4,3,3,2,13,No
EMP0675,39,Non-binary,Married,Human Resources,Human Resources,HR Specialist,2,85145,7095.42,6,6,49,No,3,4,3,2,12,No
EMP0676,30,Female,Divorced,Other,Finance,Financial Analyst,1,70872,5906.0,2,1,14,No,1,4,2,2,13,Yes
EMP0677,51,Non-binary,Single,Computer Science,Human Resources,HR Specialist,2,68462,5705.17,6,2,28,No,4,4,3,3,17,No
EMP0678,57,Non-binary,Divorced,Other,Sales,Sales Representative,1,48374,4031.17,6,2,21,Yes,1,4,2,2,14,Yes
EMP0679,52,Female,Single,Computer Science,Sales,Sales Executive,2,84600,7050.0,4,1,40,No,3,4,1,2,13,No
EMP0680,52,Male,Married,Human Resources,Technology,Senior Engineer,3,139727,11643.92,12,7,32,Yes,2,3,3,4,22,No
EMP0681,49,Non-binary,Married,Finance,Human Resources,HR Associate,1,62267,5188.92,20,5,21,Yes,2,3,3,2,14,No
EMP0682,34,Male,Married,Life Sciences,Technology,Senior Engineer,3,149472,12456.0,3,0,47,Yes,1,3,2,3,14,Yes
EMP0683,47,Female,Divorced,Other,Human Resources,HR Manager,3,132498,11041.5,0,0,55,No,5,4,3,2,14,No
EMP0684,24,Male,Single,Human Resources,Sales,Sales Executive,3,83627,6968.92,0,0,36,No,2,3,4,2,14,Yes
EMP0685,23,Male,Divorced,Marketing,Sales,Account Manager,3,116422,9701.83,1,0,14,Yes,2,2,2,1,9,Yes
EMP0686,33,Non-binary,Divorced,Computer Science,Human Resources,HR Manager,3,102714,8559.5,5,3,46,No,1,5,2,4,20,No
EMP0687,33,Male,Divorced,Other,Technology,Senior Engineer,4,129255,10771.25,10,5,39,Yes,3,3,3,4,21,No
EMP0688,30,Male,Single,Finance,Human Resources,HR Specialist,2,86515,7209.58,5,3,24,No,3,2,5,2,13,No
EMP0689,53,Male,Divorced,Marketing,Human Resources,HR Director,5,191354,15946.17,5,0,47,No,3,3,4,2,12,No
EMP0690,54,Non-binary,Divorced,Marketing,Technology,QA Analyst,2,63461,5288.42,6,3,26,Yes,2,4,2,2,12,Yes
EMP0691,24,Male,Divorced,Computer Science,Human Resources,HR Associate,1,63581,5298.42,2,1,51,No,2,3,2,2,10,Yes
EMP0692,58,Non-binary,Married,Other,Finance,Finance Director,5,229663,19138.58,7,4,56,No,3,4,3,4,21,No
EMP0693,54,Female,Married,Finance,Human Resources,HR Director,5,188867,15738.92,0,0,20,No,5,4,5,4,21,No
EMP0694,58,Female,Single,Other,Human Resources,HR Associate,2,58134,4844.5,4,2,39,No,2,4,2,2,12,Yes
EMP0695,35,Male,Single,Other,Sales,Sales Executive,2,99527,8293.92,0,0,40,Yes,1,3,3,2,13,No
EMP0696,37,Female,Married,Life Sciences,Human Resources,HR Specialist,2,78718,6559.83,9,6,48,No,1,3,4,2,11,No
EMP0697,33,Female,Married,Marketing,Human Resources,HR Associate,1,61047,5087.25,1,0,18,No,1,3,2,2,11,Yes
EMP0698,46,Non-binary,Married,Computer Science,Human Resources,HR Director,5,161764,13480.33,5,3,53,No,2,4,3,3,17,No
EMP0699,22,Female,Married,Life Sciences,Marketing,Marketing Director,5,194977,16248.08,1,0,41,No,4,3,1,2,10,No
EMP0700,50,Non-binary,Married,Finance,Human Resources,HR Manager,3,106720,8893.33,13,8,58,No,4,2,3,4,22,Yes
EMP0701,51,Male,Single,Finance,Human Resources,HR Associate,1,64043,5336.92,14,5,13,No,4,3,3,2,10,No
EMP0702,33,Male,Married,Finance,Technology,Department Director,5,201275,16772.92,4,0,48,Yes,4,3,3,2,11,No
EMP0703,53,Male,Married,Marketing,Finance,Senior Analyst,4,129311,10775.92,18,7,12,Yes,2,2,4,3,17,Yes
EMP0704,43,Non-binary,Divorced,Marketing,Finance,Finance Director,5,176466,14705.5,5,5,26,No,4,1,5,4,21,No
EMP0705,41,Non-binary,Divorced,Human Resources,Sales,Sales Representative,1,60496,5041.33,6,6,37,Yes,4,2,3,2,11,No
EMP0706,39,Female,Married,Life Sciences,Technology,Department Director,5,223071,18589.25,4,2,27,No,4,4,2,2,12,No
EMP0707,40,Non-binary,Divorced,Human Resources,Finance,Finance Director,5,216600,18050.0,19,5,44,No,5,1,3,2,13,No
EMP0708,53,Female,Divorced,Other,Sales,Sales Director,5,176757,14729.75,12,0,52,No,5,4,3,2,11,No
EMP0709,55,Male,Married,Marketing,Human Resources,HR Director,5,194204,16183.67,14,0,19,No,2,3,3,4,18,No
EMP0710,40,Non-binary,Divorced,Finance,Sales,Sales Director,5,195231,16269.25,4,3,48,No,2,3,2,2,12,Yes
EMP0711,47,Non-binary,Married,Marketing,Sales,Sales Director,5,219012,18251.0,19,4,30,No,4,4,4,3,16,No
EMP0712,56,Male,Single,Finance,Finance,Finance Director,5,193761,16146.75,14,2,21,No,1,4,2,3,14,Yes
EMP0713,48,Male,Single,Other,Technology,QA Analyst,1,74978,6248.17,19,8,15,No,4,5,3,2,14,No
EMP0714,27,Male,Single,Other,Marketing,Marketing Director,5,186179,15514.92,4,1,20,No,4,3,3,3,15,No
EMP0715,40,Female,Single,Life Sciences,Marketing,Marketing Director,5,180093,15007.75,7,7,25,No,5,3,2,3,16,No
EMP0716,32,Female,Married,Other,Technology,Software Engineer,2,96630,8052.5,8,7,34,Yes,3,3,4,3,18,No
EMP0717,50,Male,Divorced,Computer Science,Human Resources,HR Director,5,197523,16460.25,1,1,35,No,3,4,3,2,11,No
EMP0718,29,Non-binary,Single,Marketing,Finance,Finance Manager,4,135929,11327.42,7,3,26,Yes,2,1,2,2,12,Yes
EMP0719,43,Male,Divorced,Marketing,Marketing,Brand Manager,3,99176,8264.67,4,4,28,Yes,4,4,4,3,18,No
EMP0720,52,Non-binary,Married,Other,Human Resources,HR Specialist,3,90776,7564.67,4,1,48,No,2,4,1,2,12,Yes
EMP0721,45,Non-binary,Divorced,Other,Marketing,Marketing Director,5,181258,15104.83,19,2,32,No,3,3,3,2,13,No
EMP0722,55,Male,Single,Finance,Finance,Financial Analyst,1,67121,5593.42,10,3,29,Yes,2,4,4,2,13,Yes
EMP0723,22,Non-binary,Divorced,Life Sciences,Sales,Account Manager,3,116115,9676.25,0,0,31,No,3,5,4,2,10,No
EMP0724,25,Male,Divorced,Human Resources,Sales,Sales Executive,2,86972,7247.67,1,0,54,No,2,5,3,2,11,No
EMP0725,26,Female,Divorced,Marketing,Technology,Senior Engineer,3,153382,12781.83,4,3,39,Yes,2,1,2,2,13,Yes
EMP0726,56,Non-binary,Single,Human Resources,Finance,Finance Manager,4,158123,13176.92,13,1,56,No,4,2,4,3,17,No
EMP0727,38,Male,Divorced,Marketing,Finance,Senior Analyst,3,126672,10556.0,16,4,51,No,4,3,3,2,12,No
EMP0728,29,Female,Married,Computer Science,Human Resources,HR Director,5,182491,15207.58,2,0,14,No,4,2,4,2,14,No
EMP0729,34,Female,Single,Life Sciences,Human Resources,HR Manager,3,129760,10813.33,7,1,53,No,4,4,2,2,13,No
EMP0730,32,Non-binary,Divorced,Life Sciences,Human Resources,HR Director,5,192827,16068.92,9,6,59,No,2,3,2,3,16,Yes
EMP0731,44,Non-binary,Married,Finance,Human Resources,HR Director,5,186915,15576.25,12,6,10,No,3,5,3,3,17,No
EMP0732,23,Non-binary,Single,Life Sciences,Human Resources,HR Manager,4,96551,8045.92,1,1,60,No,3,4,4,3,17,No
EMP0733,28,Female,Single,Life Sciences,Human Resources,HR Director,5,197268,16439.0,7,0,59,No,4,5,3,2,14,No
EMP0734,25,Female,Single,Other,Human Resources,HR Manager,3,123712,10309.33,2,0,40,Yes,3,3,3,2,11,No
EMP0735,58,Female,Divorced,Computer Science,Finance,Senior Analyst,3,112086,9340.5,17,8,28,No,2,4,4,3,16,No
EMP0736,45,Male,Divorced,Life Sciences,Sales,Account Manager,3,120199,10016.58,11,5,22,No,4,3,4,1,5,No
EMP0737,49,Male,Married,Computer Science,Marketing,Marketing Coordinator,2,61785,5148.75,11,0,46,No,1,3,2,3,17,Yes
EMP0738,26,Non-binary,Single,Human Resources,Technology,QA Analyst,2,72424,6035.33,1,0,46,No,4,5,4,3,17,No
EMP0739,51,Male,Divorced,Life Sciences,Human Resources,HR Associate,1,59134,4927.83,14,8,59,No,4,3,1,2,10,No
EMP0740,46,Female,Single,Life Sciences,Human Resources,HR Director,5,159862,13321.83,8,3,47,No,3,3,4,3,18,No
EMP0741,58,Female,Single,Life Sciences,Sales,Account Manager,3,91718,7643.17,17,0,59,Yes,2,1,2,3,15,Yes
EMP0742,39,Female,Single,Marketing,Technology,Senior Engineer,4,143812,11984.33,3,3,11,No,4,4,3,2,13,No
EMP0743,46,Non-binary,Single,Computer Science,Sales,Sales Representative,1,51869,4322.42,3,3,57,No,4,3,2,4,23,No
EMP0744,54,Female,Married,Computer Science,Technology,Department Director,5,232652,19387.67,13,6,16,Yes,4,4,2,2,10,No
EMP0745,46,Male,Single,Marketing,Human Resources,HR Associate,1,56159,4679.92,5,4,10,Yes,2,4,2,3,16,Yes
EMP0746,32,Male,Single,Life Sciences,Marketing,Marketing Specialist,3,86910,7242.5,2,1,17,No,1,3,3,2,12,No
EMP0747,23,Female,Married,Computer Science,Finance,Financial Analyst,2,69729,5810.75,1,0,44,No,3,3,2,1,6,Yes
EMP0748,29,Male,Married,Finance,Marketing,Marketing Director,5,158808,13234.0,0,0,29,No,4,3,3,2,14,No
EMP0749,28,Male,Married,Other,Marketing,Marketing Specialist,2,81866,6822.17,2,0,24,No,4,4,3,3,15,No
EMP0750,33,Non-binary,Divorced,Marketing,Human Resources,HR Director,5,193801,16150.08,9,8,43,No,4,4,2,2,11,No
EMP0751,24,Non-binary,Married,Other,Technology,Senior Engineer,4,115938,9661.5,1,0,60,Yes,2,1,2,2,14,Yes
EMP0752,51,Non-binary,Married,Human Resources,Finance,Financial Analyst,2,86478,7206.5,16,5,31,No,2,3,4,3,17,No
EMP0753,43,Non-binary,Married,Computer Science,Human Resources,HR Director,5,192093,16007.75,0,0,44,Yes,1,3,1,2,12,Yes
EMP0754,27,Non-binary,Single,Finance,Marketing,Marketing Specialist,2,87301,7275.08,1,0,22,No,2,4,2,3,18,Yes
EMP0755,56,Female,Divorced,Human Resources,Sales,Account Manager,3,100855,8404.58,20,3,58,No,3,5,3,2,10,No
EMP0756,47,Male,Married,Human Resources,Finance,Finance Director,5,205671,17139.25,10,2,56,No,1,3,3,2,14,No
EMP0757,26,Female,Married,Life Sciences,Sales,Sales Director,5,213899,17824.92,1,0,35,No,4,3,2,3,14,Yes
EMP0758,30,Male,Single,Other,Marketing,Marketing Specialist,2,69666,5805.5,4,2,10,No,3,3,4,2,11,No
EMP0759,41,Female,Divorced,Other,Marketing,Marketing Director,5,160071,13339.25,2,2,31,No,5,1,4,2,13,No
EMP0760,32,Non-binary,Divorced,Finance,Human Resources,HR Specialist,2,70902,5908.5,11,5,25,No,4,4,5,2,10,No
EMP0761,39,Non-binary,Divorced,Marketing,Human Resources,HR Manager,3,111465,9288.75,11,1,10,Yes,3,3,2,3,14,No
EMP0762,53,Non-binary,Divorced,Human Resources,Finance,Finance Director,5,177759,14813.25,19,1,47,No,4,2,2,4,21,No
EMP0763,48,Male,Divorced,Other,Technology,Tech Lead,4,178851,14904.25,14,8,12,No,2,4,2,3,14,Yes
EMP0764,43,Female,Married,Finance,Technology,Department Director,5,235668,19639.0,8,5,53,Yes,5,3,3,2,12,No
EMP0765,32,Female,Divorced,Human Resources,Human Resources,HR Director,5,199369,16614.08,5,1,41,No,3,4,4,3,15,No
EMP0766,41,Female,Divorced,Computer Science,Finance,Finance Manager,4,161908,13492.33,5,3,22,No,4,3,4,3,15,No
EMP0767,42,Female,Single,Life Sciences,Marketing,Brand Manager,4,126731,10560.92,9,8,44,Yes,3,1,1,4,24,No
EMP0768,31,Non-binary,Married,Human Resources,Human Resources,HR Director,5,158718,13226.5,6,0,57,No,4,3,3,2,11,No
EMP0769,24,Female,Divorced,Life Sciences,Human Resources,HR Associate,1,55175,4597.92,1,0,38,No,2,1,3,1,9,No
EMP0770,50,Male,Divorced,Human Resources,Marketing,Marketing Specialist,2,81992,6832.67,18,6,50,No,5,3,3,3,16,No
EMP0771,38,Male,Married,Marketing,Sales,Account Manager,3,95048,7920.67,4,2,54,Yes,2,2,4,2,13,No
EMP0772,28,Non-binary,Single,Other,Human Resources,HR Specialist,2,86817,7234.75,0,0,39,No,3,3,5,2,14,No
EMP0773,25,Male,Married,Other,Sales,Sales Representative,1,47143,3928.58,2,2,26,No,4,4,3,3,15,No
EMP0774,35,Non-binary,Married,Marketing,Marketing,Brand Manager,3,127346,10612.17,12,8,36,Yes,3,4,3,3,16,No
EMP0775,26,Non-binary,Single,Human Resources,Finance,Senior Analyst,4,111305,9275.42,4,1,21,Yes,5,4,3,2,13,No
EMP0776,46,Non-binary,Married,Life Sciences,Human Resources,HR Specialist,2,79637,6636.42,5,5,37,No,3,2,3,2,10,No
EMP0777,28,Non-binary,Married,Computer Science,Marketing,Marketing Coordinator,2,46938,3911.5,5,0,20,Yes,5,1,3,3,18,No
EMP0778,26,Female,Single,Other,Marketing,Marketing Director,5,161913,13492.75,4,1,32,Yes,4,2,3,2,11,No
EMP0779,50,Female,Divorced,Computer Science,Marketing,Marketing Coordinator,2,55212,4601.0,9,1,32,No,3,2,2,2,11,No
EMP0780,43,Male,Divorced,Human Resources,Finance,Finance Director,5,182627,15218.92,17,1,31,Yes,1,5,2,1,5,No
EMP0781,52,Non-binary,Divorced,Human Resources,Technology,QA Analyst,1,76456,6371.33,10,8,46,No,3,3,3,2,12,No
EMP0782,34,Male,Divorced,Finance,Finance,Finance Director,5,199711,16642.58,1,1,11,No,3,3,3,2,12,No
EMP0783,25,Non-binary,Single,Life Sciences,Technology,Tech Lead,5,187439,15619.92,4,1,51,Yes,1,1,5,2,14,Yes
EMP0784,49,Non-binary,Divorced,Human Resources,Sales,Account Manager,3,92930,7744.17,6,0,39,No,4,4,2,2,11,No
EMP0785,22,Female,Married,Life Sciences,Technology,Tech Lead,4,165754,13812.83,1,0,34,No,3,4,1,2,11,No
EMP0786,38,Male,Divorced,Human Resources,Human Resources,HR Specialist,3,89408,7450.67,8,6,54,Yes,4,3,4,3,16,No
EMP0787,47,Female,Divorced,Finance,Sales,Sales Executive,2,82496,6874.67,3,1,60,Yes,2,3,2,3,17,Yes
EMP0788,58,Male,Single,Computer Science,Finance,Senior Analyst,4,127634,10636.17,6,1,43,No,3,2,3,3,15,No
EMP0789,26,Female,Married,Human Resources,Human Resources,HR Director,5,198388,16532.33,1,1,48,No,2,3,2,3,16,Yes
EMP0790,31,Male,Married,Life Sciences,Human Resources,HR Director,5,163149,13595.75,10,0,35,No,5,3,3,3,16,No
EMP0791,50,Female,Married,Computer Science,Sales,Account Manager,3,99395,8282.92,17,5,13,Yes,1,3,1,3,16,Yes
EMP0792,28,Non-binary,Single,Computer Science,Finance,Financial Analyst,1,91663,7638.58,6,6,46,Yes,2,4,3,3,17,No
EMP0793,46,Male,Divorced,Human Resources,Finance,Finance Director,5,224025,18668.75,7,7,49,No,5,4,3,3,17,No
EMP0794,45,Female,Single,Marketing,Sales,Sales Director,5,176856,14738.0,5,2,57,Yes,3,2,2,2,11,No
EMP0795,30,Non-binary,Married,Life Sciences,Finance,Finance Director,5,202376,16864.67,7,7,38,No,3,3,4,2,14,No
EMP0796,35,Non-binary,Single,Human Resources,Sales,Account Manager,4,125927,10493.92,13,6,33,No,2,2,2,3,16,No
EMP0797,48,Female,Single,Life Sciences,Human Resources,HR Specialist,2,84957,7079.75,13,2,38,Yes,1,4,1,3,15,Yes
EMP0798,34,Female,Married,Marketing,Finance,Senior Analyst,4,103556,8629.67,12,7,30,No,4,3,4,1,5,No
EMP0799,27,Female,Single,Computer Science,Human Resources,HR Associate,1,59688,4974.0,1,0,23,Yes,1,4,2,2,12,Yes
EMP0800,28,Non-binary,Single,Life Sciences,Sales,Sales Director,5,167762,13980.17,6,1,45,No,3,5,4,4,19,No
EMP0801,31,Male,Single,Computer Science,Sales,Sales Director,5,190986,15915.5,6,3,20,No,3,5,3,2,14,No
EMP0802,23,Male,Divorced,Human Resources,Human Resources,HR Manager,4,119246,9937.17,0,0,21,Yes,2,3,1,3,15,No
EMP0803,42,Male,Divorced,Computer Science,Human Resources,HR Director,5,151045,12587.08,19,6,20,No,3,3,5,4,18,No
EMP0804,32,Female,Divorced,Life Sciences,Human Resources,HR Manager,3,123373,10281.08,5,0,27,No,4,3,2,2,11,No
EMP0805,22,Non-binary,Divorced,Computer Science,Human Resources,HR Director,5,163083,13590.25,1,1,34,Yes,2,4,2,3,17,Yes
EMP0806,44,Non-binary,Married,Human Resources,Sales,Sales Director,5,178457,14871.42,8,1,38,No,1,4,2,2,10,Yes
EMP0807,28,Female,Single,Life Sciences,Human Resources,HR Associate,1,55764,4647.0,1,0,10,No,4,3,5,2,14,No
EMP0808,51,Non-binary,Married,Other,Technology,QA Analyst,1,78073,6506.08,4,1,57,No,2,4,2,2,11,Yes
EMP0809,46,Male,Divorced,Human Resources,Sales,Sales Director,5,213579,17798.25,6,5,41,No,2,3,2,3,14,Yes
EMP0810,27,Female,Single,Marketing,Sales,Sales Executive,2,79966,6663.83,1,0,30,No,2,3,4,2,13,No
EMP0811,40,Female,Married,Marketing,Human Resources,HR Specialist,2,89457,7454.75,8,4,58,Yes,1,3,5,3,17,Yes
EMP0812,50,Female,Divorced,Other,Technology,Tech Lead,4,173689,14474.08,19,1,46,Yes,3,3,3,2,13,No
EMP0813,34,Female,Divorced,Life Sciences,Technology,Tech Lead,4,180254,15021.17,5,3,39,No,3,2,4,2,10,No
EMP0814,42,Male,Divorced,Life Sciences,Finance,Finance Manager,4,163369,13614.08,5,1,47,No,2,1,2,2,11,Yes
EMP0815,41,Non-binary,Married,Life Sciences,Sales,Sales Director,5,199768,16647.33,15,6,37,No,2,5,1,4,19,No
EMP0816,52,Non-binary,Married,Life Sciences,Sales,Sales Director,5,212666,17722.17,6,3,41,Yes,2,2,3,2,10,No
EMP0817,55,Male,Married,Other,Human Resources,HR Specialist,2,83516,6959.67,2,0,38,No,2,5,4,4,23,No
EMP0818,52,Male,Divorced,Marketing,Marketing,Brand Manager,3,98331,8194.25,10,3,55,No,2,4,3,2,10,Yes
EMP0819,46,Female,Divorced,Marketing,Technology,QA Analyst,1,74745,6228.75,8,1,38,Yes,2,4,2,3,17,Yes
EMP0820,42,Male,Divorced,Finance,Marketing,Marketing Specialist,3,75486,6290.5,15,5,48,No,2,4,2,4,19,Yes
EMP0821,34,Non-binary,Divorced,Marketing,Sales,Sales Director,5,187721,15643.42,11,0,29,Yes,1,1,3,2,13,No
EMP0822,31,Male,Divorced,Finance,Marketing,Marketing Specialist,2,89853,7487.75,5,0,27,No,2,4,3,2,12,No
EMP0823,29,Female,Married,Human Resources,Finance,Finance Manager,4,144577,12048.08,8,0,50,No,3,2,3,3,16,No
EMP0824,58,Female,Divorced,Computer Science,Sales,Sales Director,5,164186,13682.17,2,0,19,Yes,2,4,2,2,10,Yes
EMP0825,53,Male,Divorced,Computer Science,Marketing,Marketing Director,5,192062,16005.17,12,2,45,No,4,3,2,4,22,No
EMP0826,25,Non-binary,Divorced,Human Resources,Technology,Software Engineer,1,84779,7064.92,3,0,12,Yes,1,2,3,2,13,Yes
EMP0827,53,Female,Divorced,Other,Finance,Financial Analyst,1,84322,7026.83,1,0,24,No,1,4,2,2,11,Yes
EMP0828,22,Non-binary,Divorced,Human Resources,Human Resources,HR Manager,3,128481,10706.75,1,0,22,No,3,2,4,2,12,No
EMP0829,50,Non-binary,Divorced,Other,Marketing,Marketing Director,5,163408,13617.33,5,0,12,No,2,5,2,3,16,No
EMP0830,35,Non-binary,Married,Marketing,Finance,Financial Analyst,1,72530,6044.17,9,4,23,No,3,3,2,2,13,No
EMP0831,46,Non-binary,Married,Finance,Finance,Senior Analyst,4,126468,10539.0,17,4,60,No,4,3,3,3,14,No
EMP0832,22,Male,Single,Marketing,Finance,Finance Director,5,222759,18563.25,0,0,16,Yes,1,2,2,2,13,Yes
EMP0833,24,Female,Married,Life Sciences,Human Resources,HR Director,5,163412,13617.67,0,0,50,No,4,1,5,2,10,Yes
EMP0834,51,Non-binary,Divorced,Human Resources,Human Resources,HR Manager,3,131911,10992.58,15,1,56,No,2,3,3,1,8,No
EMP0835,48,Female,Single,Human Resources,Technology,Software Engineer,2,88404,7367.0,9,7,22,No,1,3,4,2,13,No
EMP0836,24,Non-binary,Married,Human Resources,Finance,Senior Analyst,4,98099,8174.92,2,1,15,No,3,3,2,3,16,No
EMP0837,56,Female,Married,Other,Human Resources,HR Director,5,161400,13450.0,18,6,33,No,3,3,4,3,17,No
EMP0838,48,Male,Married,Computer Science,Marketing,Brand Manager,4,111810,9317.5,11,7,38,No,4,2,1,2,11,No
EMP0839,56,Non-binary,Divorced,Life Sciences,Marketing,Marketing Specialist,3,71744,5978.67,12,1,36,No,5,3,3,2,12,No
EMP0840,32,Non-binary,Single,Other,Human Resources,HR Director,5,157662,13138.5,5,5,33,No,3,4,3,2,13,No
EMP0841,28,Female,Divorced,Other,Finance,Senior Analyst,4,107342,8945.17,0,0,60,No,2,3,2,3,16,Yes
EMP0842,35,Non-binary,Divorced,Computer Science,Sales,Sales Representative,1,54692,4557.67,1,0,21,No,4,1,3,2,12,No
EMP0843,22,Non-binary,Divorced,Marketing,Human Resources,HR Director,5,174570,14547.5,0,0,29,No,3,3,3,1,8,No
EMP0844,53,Male,Married,Computer Science,Human Resources,HR Director,5,175149,14595.75,17,1,37,No,4,3,5,2,10,No
EMP0845,53,Female,Married,Marketing,Marketing,Marketing Coordinator,1,48080,4006.67,14,6,57,Yes,2,3,2,3,17,Yes
EMP0846,22,Non-binary,Single,Human Resources,Technology,QA Analyst,1,71451,5954.25,0,0,39,Yes,2,4,2,2,10,No
EMP0847,53,Female,Married,Marketing,Sales,Sales Representative,1,55859,4654.92,13,1,53,Yes,4,2,3,3,15,No
EMP0848,24,Male,Single,Life Sciences,Human Resources,HR Director,5,164990,13749.17,3,0,16,Yes,2,5,2,2,13,Yes
EMP0849,45,Non-binary,Divorced,Computer Science,Finance,Finance Director,5,177197,14766.42,8,6,45,No,1,2,4,3,17,Yes
EMP0850,30,Female,Single,Life Sciences,Technology,QA Analyst,1,61439,5119.92,7,5,45,Yes,1,4,1,2,11,Yes
EMP0851,47,Female,Married,Computer Science,Marketing,Marketing Coordinator,1,53712,4476.0,18,8,10,Yes,2,3,2,2,13,Yes
EMP0852,33,Male,Divorced,Other,Marketing,Marketing Coordinator,1,49160,4096.67,8,2,58,Yes,3,5,3,3,16,No
EMP0853,38,Male,Single,Finance,Technology,Tech Lead,5,151813,12651.08,6,5,56,No,3,4,4,3,15,No
EMP0854,54,Male,Divorced,Other,Sales,Sales Executive,2,93849,7820.75,15,1,37,No,3,4,4,3,14,No
EMP0855,47,Male,Married,Other,Human Resources,HR Manager,4,134668,11222.33,10,4,40,No,3,4,4,3,18,No
EMP0856,58,Female,Married,Marketing,Technology,Department Director,5,202440,16870.0,17,8,49,No,3,3,3,2,14,No
EMP0857,42,Female,Divorced,Life Sciences,Human Resources,HR Manager,3,116954,9746.17,16,6,27,No,3,4,4,3,15,No
EMP0858,40,Female,Divorced,Other,Human Resources,HR Manager,3,125322,10443.5,18,8,21,Yes,2,3,2,3,16,Yes
EMP0859,53,Male,Single,Finance,Finance,Finance Manager,5,150086,12507.17,17,5,19,No,1,2,2,2,13,Yes
EMP0860,38,Male,Married,Human Resources,Marketing,Brand Manager,3,117557,9796.42,6,2,13,No,2,3,2,2,12,Yes
EMP0861,45,Female,Single,Computer Science,Human Resources,HR Associate,1,56795,4732.92,4,0,57,No,2,4,3,1,7,No
EMP0862,39,Male,Married,Life Sciences,Sales,Sales Executive,2,92480,7706.67,17,5,25,Yes,2,3,1,3,15,Yes
EMP0863,32,Female,Divorced,Other,Marketing,Brand Manager,4,98163,8180.25,1,0,36,Yes,3,2,2,2,11,No
EMP0864,49,Non-binary,Divorced,Finance,Finance,Senior Analyst,3,100373,8364.42,13,7,38,Yes,4,4,4,3,15,No
