EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status
EMP00864,Operations,Process Lead,21,4.7,816000.0,No,34,2.4,3.7,3.2,Resigned
EMP00865,Sales,Account Manager,46,3.4,732000.0,Yes,21,3.3,2.0,3.5,Active
EMP00866,Customer Support,Support Lead,42,2.6,506000.0,No,41,3.6,2.1,2.5,Active
EMP00867,Customer Support,Support Manager,27,4.5,572000.0,No,56,2.9,2.8,5.0,Active
EMP00868,HR,HR Manager,35,4.4,774000.0,Yes,22,5.0,4.7,3.0,Active
EMP00869,Sales,Sales Executive,42,1.8,675000.0,Yes,34,3.6,3.3,3.3,Active
EMP00870,Sales,Sales Manager,38,3.9,793000.0,No,50,3.3,3.5,3.6,Active
EMP00871,HR,HR Generalist,36,4.2,731000.0,Yes,13,4.5,1.8,2.9,Active
EMP00872,Sales,Account Manager,43,3.0,853000.0,No,31,3.1,4.1,3.2,Active
EMP00873,Customer Support,Support Lead,28,1.6,551000.0,Yes,19,4.3,1.5,3.2,Resigned
EMP00874,Engineering,Senior Engineer,35,2.3,1163000.0,No,38,1.9,1.9,2.6,Active
EMP00875,Finance,Financial Analyst,34,1.3,729000.0,No,45,3.0,2.8,3.5,Resigned
EMP00876,Customer Support,Support Manager,33,4.0,663000.0,No,9,4.3,5.0,2.0,Active
EMP00877,Engineering,Software Engineer,31,0.7,923000.0,Yes,12,4.8,4.4,4.4,Active
EMP00878,Engineering,Software Engineer,37,8.3,1264000.0,No,2,2.7,2.9,3.8,Active
EMP00879,Finance,Finance Manager,37,7.2,1227000.0,No,1,2.6,2.7,3.6,Active
EMP00880,Operations,Process Lead,27,4.2,684000.0,No,4,3.9,1.8,2.0,Active
EMP00881,Engineering,Software Engineer,42,5.7,1136000.0,No,43,2.8,3.4,2.6,Active
EMP00882,Finance,Finance Manager,28,5.5,1035000.0,No,55,3.2,3.4,4.2,Active
EMP00883,Customer Support,Support Manager,33,3.4,547000.0,No,25,4.2,4.0,5.0,Active
EMP00884,Operations,Ops Analyst,32,2.7,621000.0,No,53,2.9,4.1,4.0,Active
EMP00885,Sales,Account Manager,37,2.4,766000.0,No,44,1.6,3.1,3.9,Active
EMP00886,Engineering,Senior Engineer,21,8.5,1546000.0,No,49,2.2,3.8,3.6,Active
EMP00887,Engineering,Software Engineer,41,1.6,1133000.0,Yes,45,3.4,2.1,2.6,Resigned
EMP00888,Sales,Sales Executive,29,1.6,639000.0,No,12,1.7,3.8,3.9,Resigned
EMP00889,Sales,Sales Executive,46,6.1,903000.0,No,32,3.1,2.8,2.4,Active
EMP00890,Finance,Financial Analyst,32,5.7,1101000.0,No,32,2.1,3.7,2.4,Active
EMP00891,Engineering,Senior Engineer,34,2.5,981000.0,No,39,4.9,3.6,2.3,Active
EMP00892,Customer Support,Support Lead,51,4.6,559000.0,No,48,5.0,3.4,3.9,Active
EMP00893,Engineering,Software Engineer,33,5.0,1051000.0,No,7,2.4,4.0,3.2,Active
EMP00894,Sales,Sales Executive,44,0.9,690000.0,No,41,3.6,1.9,3.3,Active
EMP00895,HR,HR Generalist,37,7.5,724000.0,No,50,2.5,2.3,3.2,Active
EMP00896,Customer Support,Support Manager,39,5.0,666000.0,No,7,3.1,3.1,2.4,Active
EMP00897,Engineering,Software Engineer,36,4.3,1361000.0,No,25,5.0,2.0,2.7,Active
EMP00898,Sales,Sales Manager,42,5.0,771000.0,Yes,54,3.0,2.3,2.8,Active
EMP00899,Sales,Account Manager,30,3.9,838000.0,No,2,3.1,3.0,2.2,Active
EMP00900,Operations,Process Lead,27,2.9,644000.0,No,10,2.6,4.5,2.8,Active
EMP00901,Operations,Ops Manager,30,3.5,621000.0,No,49,4.4,3.4,2.4,Active
EMP00902,Engineering,Software Engineer,35,0.8,1073000.0,No,11,1.0,4.2,3.6,Active
EMP00903,Sales,Account Manager,36,10.8,1019000.0,No,43,3.0,3.6,3.7,Active
EMP00904,Operations,Ops Analyst,40,2.9,799000.0,No,55,3.4,2.8,2.3,Active
EMP00905,Customer Support,Support Associate,48,10.6,776000.0,No,30,2.8,3.4,3.0,Active
EMP00906,Finance,Financial Analyst,27,3.5,814000.0,No,30,4.2,4.0,4.5,Active
EMP00907,Operations,Ops Analyst,28,1.9,658000.0,Yes,26,4.5,3.8,2.5,Resigned
EMP00908,Sales,Sales Executive,25,7.3,851000.0,No,23,2.1,3.2,3.5,Active
EMP00909,Engineering,Software Engineer,51,4.2,1324000.0,No,23,5.0,1.8,3.3,Active
EMP00910,Engineering,Engineering Manager,41,13.3,1607000.0,No,34,2.1,1.8,4.0,Resigned
EMP00911,HR,Recruiter,38,1.9,584000.0,Yes,54,4.6,2.4,3.4,Resigned
EMP00912,Customer Support,Support Lead,26,7.6,705000.0,No,59,3.5,1.2,2.9,Active
EMP00913,Customer Support,Support Manager,37,7.8,740000.0,Yes,52,2.9,4.3,3.2,Active
EMP00914,Customer Support,Support Associate,40,5.3,686000.0,Yes,8,3.0,3.2,3.3,Active
EMP00915,Customer Support,Support Lead,35,7.9,618000.0,No,19,3.4,2.7,3.1,Active
EMP00916,Customer Support,Support Manager,43,2.9,483000.0,Yes,46,3.6,1.7,2.3,Resigned
EMP00917,Sales,Account Manager,53,1.5,627000.0,No,33,2.6,4.2,4.1,Active
EMP00918,Sales,Account Manager,27,2.0,705000.0,No,21,3.2,2.3,3.9,Active
EMP00919,Engineering,Software Engineer,27,3.3,1127000.0,Yes,19,2.7,1.8,2.5,Resigned
EMP00920,Operations,Ops Analyst,29,5.5,711000.0,No,8,2.3,2.6,3.0,Active
EMP00921,Sales,Sales Executive,47,1.6,693000.0,No,20,2.7,3.4,3.0,Active
EMP00922,Customer Support,Support Associate,43,2.4,540000.0,No,26,2.4,3.9,2.4,Active
EMP00923,Finance,Finance Manager,33,1.8,734000.0,No,25,3.0,4.4,1.9,Resigned
EMP00924,Operations,Ops Manager,36,6.2,926000.0,No,33,3.8,4.2,2.7,Active
EMP00925,Sales,Account Manager,31,10.6,1071000.0,Yes,17,3.5,2.7,3.0,Active
EMP00926,Engineering,Engineering Manager,41,1.3,990000.0,Yes,13,5.0,3.6,2.2,Active
EMP00927,Sales,Sales Executive,32,4.7,835000.0,No,54,1.4,2.7,3.3,Resigned
EMP00928,Customer Support,Support Associate,34,6.7,635000.0,No,25,3.8,1.7,4.0,Active
EMP00929,Operations,Ops Manager,39,2.7,771000.0,No,16,3.4,2.7,3.8,Active
EMP00930,Finance,Finance Manager,32,0.9,808000.0,No,39,4.1,2.6,3.1,Resigned
EMP00931,Engineering,Senior Engineer,35,7.3,1364000.0,Yes,33,4.0,2.1,1.9,Active
EMP00932,Engineering,Engineering Manager,34,0.8,1118000.0,No,35,3.3,2.4,3.7,Active
EMP00933,Engineering,Software Engineer,43,8.8,1599000.0,No,14,3.6,2.9,3.3,Active
EMP00934,HR,HR Manager,47,1.7,663000.0,No,44,2.7,3.9,3.5,Active
EMP00935,HR,HR Generalist,38,0.7,526000.0,No,12,4.0,4.8,4.6,Resigned
EMP00936,Sales,Sales Executive,41,2.2,659000.0,Yes,51,1.7,1.1,2.6,Resigned
EMP00937,Customer Support,Support Lead,33,3.1,602000.0,Yes,26,4.1,1.5,1.2,Active
EMP00938,Sales,Sales Executive,29,3.6,783000.0,No,25,3.4,2.6,2.5,Resigned
EMP00939,Customer Support,Support Manager,41,5.0,658000.0,Yes,24,3.0,3.4,3.5,Active
EMP00940,Sales,Sales Manager,36,3.9,865000.0,No,26,3.2,3.1,3.2,Active
EMP00941,Engineering,Senior Engineer,26,10.0,1427000.0,No,40,3.3,2.6,2.3,Active
EMP00942,Customer Support,Support Associate,32,3.0,530000.0,Yes,30,4.6,3.3,2.2,Active
EMP00943,Sales,Sales Executive,34,4.0,804000.0,No,8,5.0,4.2,3.0,Active
EMP00944,Engineering,Senior Engineer,31,3.8,1087000.0,Yes,34,4.5,2.7,2.3,Active
EMP00945,Operations,Ops Manager,46,0.6,653000.0,Yes,17,2.9,2.0,3.6,Active
EMP00946,Engineering,Engineering Manager,38,1.1,1088000.0,No,7,4.0,3.5,2.9,Active
EMP00947,Finance,Accountant,46,3.3,891000.0,No,51,4.0,3.1,2.8,Active
EMP00948,Customer Support,Support Associate,37,4.4,647000.0,No,19,2.6,3.1,2.7,Active
EMP00949,Customer Support,Support Associate,34,0.4,493000.0,Yes,36,2.3,2.2,3.4,Active
EMP00950,Engineering,Engineering Manager,30,10.3,1617000.0,No,11,3.3,4.1,3.2,Active
EMP00951,Operations,Ops Analyst,35,4.7,706000.0,No,21,4.1,3.5,3.3,Active
EMP00952,Engineering,Engineering Manager,35,3.2,1214000.0,No,24,1.9,4.2,3.3,Active
EMP00953,Engineering,Software Engineer,24,4.5,1284000.0,No,9,2.8,4.5,3.1,Active
EMP00954,Sales,Sales Manager,30,2.1,681000.0,No,59,3.9,3.7,2.5,Active
EMP00955,Customer Support,Support Manager,32,3.7,596000.0,Yes,19,3.4,2.2,2.7,Active
EMP00956,Customer Support,Support Lead,38,4.1,662000.0,No,35,4.7,4.2,2.9,Active
EMP00957,HR,HR Generalist,40,7.4,735000.0,No,34,2.1,3.7,4.6,Active
EMP00958,Operations,Process Lead,30,2.8,750000.0,No,26,5.0,5.0,2.3,Active
EMP00959,Operations,Ops Analyst,38,0.9,719000.0,No,36,2.0,3.6,2.9,Active
EMP00960,Operations,Ops Manager,33,1.5,726000.0,No,34,1.6,3.9,3.3,Resigned
EMP00961,Operations,Process Lead,21,2.6,673000.0,No,5,3.3,3.6,3.0,Resigned
EMP00962,Operations,Process Lead,30,1.0,656000.0,Yes,41,2.4,2.6,4.0,Active
EMP00963,Sales,Sales Executive,43,1.4,809000.0,No,7,3.4,3.1,3.0,Active
EMP00964,Sales,Sales Manager,21,1.5,723000.0,No,27,3.3,3.6,3.0,Active
EMP00965,Customer Support,Support Associate,35,2.5,488000.0,No,22,3.2,3.8,3.8,Active
EMP00966,Operations,Process Lead,48,4.6,661000.0,No,27,2.6,4.3,4.5,Resigned
EMP00967,Customer Support,Support Lead,28,2.4,597000.0,Yes,5,3.8,3.0,4.2,Active
EMP00968,Sales,Sales Executive,35,4.8,818000.0,No,43,3.1,2.9,3.1,Active
EMP00969,Operations,Ops Manager,24,3.2,661000.0,No,26,4.4,3.0,3.2,Active
EMP00970,Sales,Sales Executive,47,1.4,672000.0,No,4,3.2,2.1,3.2,Active
EMP00971,Engineering,Engineering Manager,35,4.2,1281000.0,No,1,2.5,4.8,3.3,Active
EMP00972,Sales,Sales Executive,35,3.7,786000.0,No,33,1.9,2.8,2.6,Resigned
EMP00973,Sales,Sales Executive,46,4.9,934000.0,No,40,3.2,4.2,3.9,Active
EMP00974,Customer Support,Support Lead,41,5.7,690000.0,No,33,2.3,3.5,3.3,Active
EMP00975,Engineering,Engineering Manager,29,7.5,1573000.0,Yes,44,2.2,3.0,3.2,Resigned
EMP00976,Finance,Accountant,30,4.7,1074000.0,No,46,3.9,3.2,2.3,Active
EMP00977,Operations,Ops Manager,39,3.6,676000.0,No,53,1.8,2.6,3.2,Resigned
EMP00978,Engineering,Senior Engineer,30,4.9,1288000.0,No,59,4.7,2.4,1.9,Active
EMP00979,Operations,Process Lead,21,2.2,582000.0,No,54,3.5,4.9,2.8,Active
EMP00980,Sales,Account Manager,34,2.1,840000.0,No,48,3.4,3.4,2.8,Active
EMP00981,Customer Support,Support Manager,25,8.2,665000.0,Yes,26,2.5,3.7,3.4,Active
EMP00982,HR,HR Manager,47,2.0,646000.0,No,31,4.1,4.5,4.5,Active
EMP00983,HR,HR Manager,36,1.6,666000.0,No,37,3.4,2.9,3.6,Active
EMP00984,Operations,Process Lead,28,4.7,691000.0,Yes,11,2.8,3.1,4.2,Active
EMP00985,Sales,Sales Manager,29,2.2,813000.0,Yes,41,3.6,2.7,3.7,Active
EMP00986,Customer Support,Support Associate,21,5.6,547000.0,No,36,1.9,2.3,4.0,Active
EMP00987,Engineering,Engineering Manager,28,7.1,1331000.0,Yes,32,1.9,2.5,4.5,Active
EMP00988,Sales,Sales Manager,42,1.8,714000.0,No,51,2.4,3.8,2.7,Resigned
EMP00989,Engineering,Software Engineer,53,5.1,1194000.0,Yes,42,3.7,2.3,2.6,Resigned
EMP00990,HR,HR Manager,40,2.0,632000.0,No,56,3.4,3.0,3.7,Active
EMP00991,Finance,Financial Analyst,34,2.7,980000.0,Yes,59,4.3,2.5,3.2,Resigned
EMP00992,HR,Recruiter,32,4.0,647000.0,No,50,2.6,5.0,3.4,Active
EMP00993,HR,HR Manager,27,2.1,634000.0,No,18,3.9,1.6,3.0,Active
EMP00994,Sales,Sales Executive,51,3.8,889000.0,No,12,3.3,3.8,2.8,Active
EMP00995,Customer Support,Support Lead,33,2.9,610000.0,No,18,2.6,3.1,4.3,Active
EMP00996,Operations,Process Lead,53,5.7,694000.0,No,43,3.7,2.7,2.4,Active
EMP00997,Finance,Accountant,47,5.7,1140000.0,Yes,52,3.3,2.4,3.7,Active
EMP00998,Sales,Sales Manager,21,2.1,632000.0,No,53,2.8,3.9,3.6,Active
EMP00999,Customer Support,Support Associate,30,4.1,614000.0,No,42,3.4,4.0,2.1,Active
EMP01000,Engineering,Engineering Manager,31,6.3,1339000.0,No,41,3.3,3.5,2.6,Active
EMP01001,Sales,Sales Manager,33,1.3,761000.0,No,58,3.3,4.3,2.7,Active
EMP01002,Operations,Process Lead,34,2.8,627000.0,No,42,3.0,4.4,3.6,Active
EMP01003,Sales,Sales Executive,59,4.0,728000.0,No,9,2.2,4.0,2.9,Resigned
EMP01004,Sales,Sales Manager,25,1.3,754000.0,Yes,31,3.5,2.2,3.1,Resigned
EMP01005,Finance,Accountant,36,2.3,764000.0,Yes,22,2.7,3.1,2.2,Resigned
EMP01006,Engineering,Senior Engineer,42,9.3,1467000.0,Yes,39,2.5,3.1,4.8,Active
EMP01007,Customer Support,Support Lead,34,2.0,575000.0,No,39,3.2,2.6,3.2,Active
EMP01008,Engineering,Senior Engineer,35,2.2,1124000.0,No,18,4.1,1.9,3.5,Active
EMP01009,Finance,Accountant,27,4.7,878000.0,No,18,3.6,1.5,2.8,Active
EMP01010,Operations,Ops Manager,35,1.2,605000.0,No,6,2.9,3.4,2.7,Active
EMP01011,Finance,Financial Analyst,39,2.9,1004000.0,Yes,18,2.9,3.0,4.5,Resigned
EMP01012,Operations,Process Lead,37,1.6,647000.0,No,50,4.0,2.2,1.9,Active
EMP01013,Operations,Ops Analyst,40,3.8,636000.0,Yes,40,1.2,3.6,3.4,Resigned
EMP01014,Customer Support,Support Associate,45,0.1,442000.0,No,57,4.1,3.4,2.4,Active
EMP01015,Engineering,Senior Engineer,42,3.4,1090000.0,No,56,1.7,4.5,2.9,Active
EMP01016,Sales,Account Manager,36,4.0,927000.0,No,52,2.1,3.6,2.8,Active
EMP01017,Finance,Accountant,25,2.3,803000.0,Yes,11,2.9,1.7,2.5,Resigned
EMP01018,Customer Support,Support Manager,30,2.5,474000.0,Yes,21,5.0,3.1,3.2,Active
EMP01019,Sales,Sales Executive,33,2.1,735000.0,No,4,4.9,3.9,1.4,Active
EMP01020,Operations,Ops Analyst,37,2.9,616000.0,Yes,6,4.0,2.2,3.0,Active
EMP01021,Customer Support,Support Lead,33,8.3,670000.0,No,14,3.7,2.0,3.1,Active
EMP01022,HR,HR Manager,28,5.8,851000.0,No,17,1.7,3.4,2.2,Active
EMP01023,Customer Support,Support Lead,25,2.9,598000.0,No,1,3.5,2.4,4.3,Active
EMP01024,Operations,Ops Manager,21,2.3,591000.0,Yes,51,2.9,3.7,2.8,Active
EMP01025,Finance,Accountant,34,5.5,982000.0,No,32,2.7,2.9,3.0,Active
EMP01026,Engineering,Engineering Manager,23,3.6,1041000.0,No,40,3.5,4.9,2.8,Active
EMP01027,Customer Support,Support Lead,26,1.3,459000.0,No,40,3.0,1.4,3.1,Active
EMP01028,Engineering,Engineering Manager,31,2.6,1127000.0,No,59,4.2,3.4,4.1,Active
EMP01029,Finance,Finance Manager,26,7.7,1098000.0,Yes,9,1.7,4.0,4.9,Resigned
EMP01030,Engineering,Software Engineer,38,4.6,1301000.0,No,21,3.5,2.5,3.7,Active
EMP01031,Operations,Ops Analyst,40,2.3,763000.0,No,19,2.6,3.2,4.0,Active
EMP01032,Finance,Finance Manager,29,0.8,726000.0,No,34,3.0,2.9,4.4,Active
EMP01033,Operations,Ops Analyst,31,3.7,826000.0,No,32,3.7,2.7,3.4,Active
EMP01034,Customer Support,Support Lead,39,3.2,575000.0,No,48,2.4,3.5,4.3,Active
EMP01035,Engineering,Software Engineer,29,2.8,1029000.0,No,34,3.5,2.1,3.8,Active
EMP01036,Finance,Accountant,29,5.5,1101000.0,No,15,3.2,3.2,3.3,Active
EMP01037,Engineering,Software Engineer,45,4.6,1043000.0,No,34,2.8,3.8,3.4,Active
EMP01038,Engineering,Senior Engineer,41,0.8,1013000.0,No,58,3.0,3.1,1.9,Active
EMP01039,Operations,Process Lead,40,3.2,763000.0,Yes,35,3.3,1.8,3.4,Active
EMP01040,Sales,Sales Manager,41,1.0,644000.0,No,36,2.7,4.2,2.1,Resigned
EMP01041,Sales,Sales Manager,21,2.1,812000.0,No,11,3.4,4.0,2.1,Active
EMP01042,Finance,Financial Analyst,45,1.0,733000.0,Yes,1,3.1,1.8,3.3,Active
EMP01043,Finance,Accountant,37,1.0,876000.0,No,13,2.8,2.1,2.4,Resigned
EMP01044,Finance,Financial Analyst,43,4.1,816000.0,No,2,4.8,2.4,3.2,Active
EMP01045,Sales,Sales Manager,38,3.8,717000.0,No,28,3.8,3.8,3.3,Active
EMP01046,Engineering,Engineering Manager,35,3.0,1081000.0,No,53,3.1,3.5,3.3,Active
EMP01047,Sales,Sales Executive,32,2.0,805000.0,Yes,27,3.5,3.4,2.6,Resigned
EMP01048,HR,Recruiter,37,0.9,518000.0,Yes,39,2.5,2.4,3.8,Resigned
EMP01049,Customer Support,Support Lead,32,2.2,605000.0,No,52,3.0,2.5,3.1,Active
EMP01050,Engineering,Senior Engineer,42,3.8,1072000.0,No,46,3.1,4.1,3.5,Resigned
EMP01051,Finance,Accountant,22,3.7,903000.0,No,40,2.3,2.8,2.4,Active
EMP01052,Sales,Sales Executive,32,7.6,905000.0,No,48,3.7,3.5,3.1,Active
EMP01053,Engineering,Senior Engineer,53,6.9,1189000.0,Yes,17,2.9,1.3,4.0,Active
EMP01054,Sales,Account Manager,30,3.1,874000.0,Yes,26,3.1,2.2,3.9,Active
EMP01055,Engineering,Engineering Manager,32,2.1,1050000.0,No,24,2.9,4.2,2.6,Resigned
EMP01056,Finance,Finance Manager,27,1.6,869000.0,Yes,48,5.0,2.1,2.8,Active
EMP01057,Customer Support,Support Manager,37,0.8,514000.0,No,25,2.8,4.0,2.5,Active
EMP01058,Sales,Sales Executive,28,1.2,697000.0,No,57,1.5,1.2,2.7,Active
EMP01059,Operations,Process Lead,34,3.8,763000.0,No,12,2.0,2.8,2.2,Active
EMP01060,Finance,Accountant,42,4.8,1081000.0,No,11,4.1,3.1,3.1,Active
EMP01061,Customer Support,Support Lead,29,2.5,585000.0,Yes,43,4.6,4.3,3.6,Active
EMP01062,Finance,Finance Manager,45,13.0,1212000.0,Yes,46,2.8,1.6,2.7,Active
EMP01063,Engineering,Engineering Manager,41,1.2,1063000.0,Yes,41,4.6,3.3,3.1,Resigned
EMP01064,Finance,Financial Analyst,42,0.7,806000.0,No,19,4.1,4.3,3.0,Active
EMP01065,Engineering,Senior Engineer,40,12.9,1490000.0,No,1,3.2,2.7,3.9,Active
EMP01066,Customer Support,Support Manager,60,0.9,525000.0,No,20,3.2,3.0,2.8,Resigned
EMP01067,Engineering,Senior Engineer,43,2.5,1074000.0,Yes,28,3.6,2.8,2.8,Active
EMP01068,Finance,Financial Analyst,37,1.7,890000.0,No,25,4.2,2.0,2.6,Active
EMP01069,Sales,Account Manager,28,4.0,919000.0,Yes,56,3.8,2.3,2.4,Active
EMP01070,Engineering,Engineering Manager,34,2.3,1230000.0,No,52,2.8,4.4,3.6,Active
EMP01071,Customer Support,Support Associate,47,4.8,678000.0,No,47,3.2,3.8,3.1,Active
EMP01072,Finance,Finance Manager,49,5.6,1033000.0,Yes,2,5.0,2.6,3.2,Active
EMP01073,Operations,Process Lead,46,0.8,676000.0,No,8,3.6,3.4,4.1,Active
EMP01074,Customer Support,Support Manager,40,1.6,475000.0,Yes,27,4.2,3.2,4.1,Resigned
EMP01075,Customer Support,Support Associate,25,5.1,623000.0,No,38,3.9,4.0,2.0,Active
EMP01076,Engineering,Software Engineer,40,6.3,1214000.0,No,41,3.6,2.8,3.7,Active
EMP01077,Operations,Ops Manager,25,3.5,618000.0,No,18,3.5,4.7,3.4,Active
EMP01078,Operations,Ops Manager,23,4.2,856000.0,No,7,4.2,4.5,2.9,Active
EMP01079,Finance,Accountant,39,7.9,1226000.0,No,20,4.0,3.9,3.4,Active
EMP01080,Engineering,Engineering Manager,39,2.3,1086000.0,Yes,48,3.6,1.9,2.0,Active
EMP01081,Engineering,Engineering Manager,42,3.5,1065000.0,No,60,2.8,2.4,4.2,Active
EMP01082,Customer Support,Support Associate,40,6.9,718000.0,No,57,3.7,3.0,3.6,Active
EMP01083,Customer Support,Support Manager,41,7.2,674000.0,Yes,36,3.3,2.8,2.6,Active
EMP01084,Customer Support,Support Associate,27,2.9,615000.0,No,6,3.1,1.7,2.8,Active
EMP01085,Customer Support,Support Lead,33,1.6,605000.0,No,59,5.0,3.7,2.0,Active
EMP01086,HR,HR Generalist,23,2.8,613000.0,No,10,2.0,4.5,3.0,Active
EMP01087,HR,Recruiter,21,3.1,602000.0,Yes,17,4.3,3.2,2.9,Active
EMP01088,HR,HR Manager,40,1.6,561000.0,No,59,2.6,2.7,2.3,Active
EMP01089,Operations,Ops Manager,28,1.8,584000.0,No,31,3.5,2.6,3.7,Active
EMP01090,Operations,Process Lead,43,7.2,832000.0,Yes,12,5.0,3.0,4.1,Active
EMP01091,Engineering,Software Engineer,44,4.4,1027000.0,Yes,31,2.5,2.6,3.2,Active
EMP01092,Finance,Accountant,30,2.5,763000.0,No,5,2.7,3.7,3.0,Active
EMP01093,Engineering,Senior Engineer,39,1.2,949000.0,No,19,3.4,3.8,3.5,Active
EMP01094,Engineering,Engineering Manager,29,1.8,945000.0,No,58,2.6,4.3,3.2,Resigned
EMP01095,Operations,Process Lead,21,0.6,665000.0,Yes,18,4.2,1.7,2.4,Resigned
EMP01096,Engineering,Senior Engineer,36,3.6,1019000.0,No,54,2.9,3.5,2.7,Active
EMP01097,Sales,Sales Executive,30,1.7,795000.0,No,33,4.0,3.0,3.0,Active
EMP01098,HR,Recruiter,31,3.8,619000.0,No,40,2.2,3.2,3.4,Active
EMP01099,Customer Support,Support Associate,51,5.1,553000.0,No,43,1.8,4.1,3.2,Resigned
EMP01100,Sales,Account Manager,23,3.8,681000.0,Yes,34,3.2,3.6,3.3,Active
EMP01101,Sales,Sales Executive,37,2.2,783000.0,Yes,3,2.0,4.0,2.1,Active
EMP01102,Engineering,Senior Engineer,26,1.5,960000.0,No,56,4.8,3.7,3.7,Active
EMP01103,HR,HR Generalist,41,1.1,588000.0,No,29,2.0,3.2,3.2,Active
EMP01104,HR,HR Generalist,39,6.7,681000.0,Yes,40,2.5,2.5,5.0,Active
EMP01105,Sales,Sales Executive,38,3.7,910000.0,No,34,3.8,1.7,2.9,Active
EMP01106,HR,HR Manager,27,2.3,556000.0,Yes,40,2.9,3.9,3.4,Resigned
EMP01107,Sales,Sales Manager,29,4.6,807000.0,No,22,2.0,3.0,5.0,Active
EMP01108,Engineering,Engineering Manager,43,6.0,1428000.0,No,51,5.0,3.8,3.3,Active
EMP01109,Customer Support,Support Associate,48,1.7,488000.0,No,14,2.5,3.9,3.2,Active
EMP01110,Sales,Account Manager,39,3.6,735000.0,No,40,3.2,2.2,2.5,Active
EMP01111,Sales,Sales Manager,28,3.7,868000.0,No,35,3.2,2.5,4.3,Active
EMP01112,Operations,Ops Manager,39,7.7,818000.0,No,31,4.0,4.7,2.4,Active
EMP01113,Finance,Financial Analyst,54,2.3,726000.0,Yes,2,3.8,3.0,3.5,Active
EMP01114,Customer Support,Support Associate,35,1.4,509000.0,Yes,24,2.7,2.2,2.9,Active
EMP01115,Customer Support,Support Associate,47,3.9,506000.0,No,3,3.1,3.2,3.1,Active
EMP01116,Sales,Sales Manager,30,4.9,945000.0,Yes,31,3.2,3.7,2.2,Active
EMP01117,Sales,Sales Executive,35,3.4,816000.0,No,42,4.1,4.1,4.1,Active
EMP01118,HR,HR Manager,42,8.0,834000.0,Yes,32,2.3,1.4,3.0,Active
EMP01119,Engineering,Engineering Manager,38,2.3,984000.0,No,46,5.0,4.8,2.3,Active
EMP01120,Customer Support,Support Manager,29,3.5,616000.0,Yes,22,2.7,3.6,4.1,Active
EMP01121,Finance,Finance Manager,27,0.8,828000.0,No,19,3.4,3.2,2.8,Resigned
EMP01122,Sales,Sales Executive,42,1.4,612000.0,No,27,2.4,2.2,3.4,Active
EMP01123,HR,HR Manager,44,1.7,675000.0,Yes,14,2.2,3.6,3.8,Active
EMP01124,Sales,Sales Executive,47,2.6,769000.0,No,49,2.6,3.7,3.5,Resigned
EMP01125,Operations,Ops Analyst,48,1.0,692000.0,No,49,2.5,2.0,1.7,Resigned
EMP01126,Operations,Ops Analyst,36,4.6,711000.0,No,25,3.0,3.1,3.7,Resigned
EMP01127,Operations,Ops Analyst,32,1.6,583000.0,Yes,48,2.5,5.0,3.1,Resigned
EMP01128,Finance,Financial Analyst,49,11.6,1273000.0,No,2,4.0,3.3,3.0,Active
EMP01129,Finance,Financial Analyst,40,1.7,899000.0,No,10,2.7,2.6,3.1,Active
EMP01130,Customer Support,Support Associate,27,3.2,553000.0,No,17,2.6,2.4,2.1,Active
EMP01131,Customer Support,Support Lead,26,2.9,483000.0,No,24,3.0,4.9,3.3,Active
EMP01132,Operations,Ops Analyst,38,1.3,709000.0,Yes,14,4.3,3.5,2.2,Active
EMP01133,Sales,Sales Executive,33,2.6,685000.0,Yes,31,3.6,4.0,3.0,Resigned
EMP01134,Finance,Finance Manager,34,2.6,825000.0,No,48,3.3,3.5,3.3,Active
EMP01135,Customer Support,Support Associate,44,5.6,666000.0,Yes,28,2.1,3.8,4.0,Resigned
EMP01136,Engineering,Software Engineer,41,4.0,1037000.0,Yes,27,2.4,1.9,2.6,Resigned
EMP01137,Operations,Ops Analyst,46,4.5,664000.0,No,4,2.2,3.4,4.2,Active
EMP01138,Operations,Ops Analyst,21,5.5,684000.0,Yes,17,4.6,3.0,3.9,Active
EMP01139,Sales,Account Manager,37,4.6,933000.0,Yes,49,3.9,3.9,2.9,Active
EMP01140,Finance,Finance Manager,40,3.6,860000.0,No,49,2.6,3.6,2.4,Active
EMP01141,Engineering,Engineering Manager,22,1.7,1097000.0,No,7,2.9,2.7,2.2,Active
EMP01142,HR,Recruiter,30,3.4,759000.0,No,2,2.7,3.4,3.4,Active
EMP01143,HR,HR Generalist,27,1.5,630000.0,No,50,2.6,1.8,2.7,Active
EMP01144,HR,HR Manager,35,2.8,647000.0,No,11,3.8,1.2,4.0,Active
EMP01145,Engineering,Software Engineer,48,2.5,1099000.0,Yes,35,3.1,3.4,2.7,Resigned
EMP01146,Engineering,Senior Engineer,51,2.6,1058000.0,No,50,5.0,3.0,2.6,Active
EMP01147,HR,Recruiter,27,1.0,600000.0,Yes,48,4.5,2.5,3.4,Active
EMP01148,HR,HR Manager,38,0.1,629000.0,Yes,34,4.6,3.4,2.7,Resigned
EMP01149,Operations,Ops Analyst,39,2.2,738000.0,No,23,4.0,4.6,3.2,Active
EMP01150,Customer Support,Support Lead,39,6.4,649000.0,No,47,3.0,3.8,3.9,Active
